OBJECTID,CODIGO_ACCIDENTADO,FORMULARIO,FECHA_OCURRENCIA_ACC,HORA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,MES_OCURRENCIA_ACC,DIA_OCURRENCIA_ACC,FECHA_HORA_ACC,DIRECCION,CLASE_ACC,LOCALIDAD,CODIGO_VEHICULO,CONDICION,MUERTE_POSTERIOR,FECHA_POSTERIOR_MUERTE,GENERO,EDAD,CONDICION_A,x,y
1846817,12845526,A001517321,1668229200000,04:00:00,2022,NOVIEMBRE,SABADO,1668243600000,CL 26 52 A 02,CHOQUE,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,41,MOTOCICLISTA,-74.12632453700002,4.606469633000017
1847074,12850912,A001517518,1669093200000,23:40:00,2022,NOVIEMBRE,MARTES,1669178400000,AK 30 10 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1674432000000,MASCULINO,21,PEATON,-74.09511713,4.610373235999987
1847090,12846907,A001517468,1669179600000,17:30:00,2022,NOVIEMBRE,MIERCOLES,1669242600000,AU DEL SUR PRIMERO DE MAYO 02,ATROPELLO,ANTONIO NARINO,NA,PEATON,N,NA,MASCULINO,37,PEATON,-74.11335822299998,4.5961722260000215
1847334,12846990,A001517978,1670302800000,12:55:00,2022,DICIEMBRE,MARTES,1670349300000,KR 86 6 C 02,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,NA,FEMENINO,30,MOTOCICLISTA,-74.153973382,4.642440747000023
1847335,12846991,A001517978,1670302800000,12:55:00,2022,DICIEMBRE,MARTES,1670349300000,KR 86 6 C 02,CHOQUE,KENNEDY,2,PASAJERO,N,NA,FEMENINO,58,MOTOCICLISTA,-74.153973382,4.642440747000023
1847339,12847004,A001517965,1670216400000,17:23:00,2022,DICIEMBRE,LUNES,1670278980000,CL 17 68 D 02,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,NA,FEMENINO,35,MOTOCICLISTA,-74.1221233,4.640345135000018
1847350,12846118,A001516594,1669525200000,19:37:00,2022,NOVIEMBRE,DOMINGO,1669595820000,KR 7 119 02,ATROPELLO,USAQUEN,NA,PEATON,N,NA,MASCULINO,82,PEATON,-74.031902828,4.695851520000019
1847553,12832023,A001511486,1660107600000,08:10:00,2022,AGOSTO,MIERCOLES,1660137000000,AK 86 10 A 02,ATROPELLO,KENNEDY,NA,PEATON,S,1660608000000,MASCULINO,68,PEATON,-74.146000000000015,4.649999999999977
1847557,12832021,A001511878,1660194000000,22:32:00,2022,AGOSTO,JUEVES,1660275120000,KR 10 12 02,VOLCAMIENTO,CANDELARIA,NA,PEATON,N,NA,MASCULINO,21,PEATON,-74.07732029800002,4.600833852999983
1847653,12845477,A001517224,1668747600000,19:52:00,2022,NOVIEMBRE,VIERNES,1668819120000,TV 60 51 SUR 02,CHOQUE,TUNJUELITO,2,CICLISTA,S,1672290000000,FEMENINO,41,CICLISTA,-74.14505353999999,4.590801897999995
1847677,12846395,A001517512,1669611600000,19:20:00,2022,NOVIEMBRE,LUNES,1669681200000,KR 30 53 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,S,1670630400000,FEMENINO,21,PEATON,-74.07898291200001,4.642487924000022
1847706,12845529,A001516402,1669006800000,00:10:00,2022,NOVIEMBRE,LUNES,1669007400000,KR 7 165 02,CHOQUE,USAQUEN,2,MOTOCICLISTA,N,NA,MASCULINO,30,MOTOCICLISTA,-74.02244076199997,4.741084361999981
1847836,12845662,A001516033,1668834000000,09:05:00,2022,NOVIEMBRE,SABADO,1668866700000,CL 72 130 02,CHOQUE,SUBA,NA,PEATON,S,1669334400000,MASCULINO,40,PEATON,-74.07418517100001,4.722107251000011
1847912,12846621,A001516649,1669957200000,10:49:00,2022,DICIEMBRE,VIERNES,1669996140000,TV 129 131 02,ATROPELLO,SUBA,NA,PEATON,N,NA,MASCULINO,77,PEATON,-74.11456314499998,4.7399900909999815
1847970,12846675,A001518021,1670043600000,18:09:00,2022,DICIEMBRE,SABADO,1670108940000,CL 72 G SUR 26 B BIS 02,CHOQUE,CIUDAD BOLIVAR,1,PASAJERO,N,NA,MASCULINO,32,PASAJERO,-74.15646112399997,4.546397414000012
1847972,12846676,A001518112,1669957200000,22:10:00,2022,DICIEMBRE,VIERNES,1670037000000,KR 14 74 B SUR 02,CHOQUE,USME,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.1166149,4.5158155269999725
1847979,12846690,A001518092,1669957200000,05:32:00,2022,DICIEMBRE,VIERNES,1669977120000,CL 86 A 95 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,29,MOTOCICLISTA,-74.10271022,4.71284560700002
1848036,12846747,A001517412,1669957200000,06:43:00,2022,DICIEMBRE,VIERNES,1669981380000,CL 24 84 02,CHOQUE,FONTIBON,2,CICLISTA,S,1670043600000,MASCULINO,68,CICLISTA,-74.12340126700002,4.67020431100002
1848097,12849764,A001518048,1670043600000,20:25:00,2022,DICIEMBRE,SABADO,1670117100000,CL 3 41 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,N,NA,FEMENINO,73,PEATON,-74.11254075900001,4.613175090000027
1848217,12849761,A001518294,1671080400000,18:30:00,2022,DICIEMBRE,JUEVES,1671147000000,KR 30 5 A 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,N,NA,MASCULINO,30,PEATON,-74.09881175100003,4.605029069000011
1848219,12847879,A001518533,1671080400000,23:02:00,2022,DICIEMBRE,JUEVES,1671163320000,KR 54 22 B 02,CHOQUE,TEUSAQUILLO,2,MOTOCICLISTA,S,1671944400000,MASCULINO,43,MOTOCICLISTA,-74.102485887,4.637272811999992
1848480,12832062,A001511026,1660194000000,21:06:00,2022,AGOSTO,JUEVES,1660269960000,KR 86 1 B 02,ATROPELLO,KENNEDY,NA,PEATON,N,NA,FEMENINO,55,PEATON,-74.15800000000002,4.63900000000001
1848559,12854542,A001511668,1660712400000,05:20:00,2022,AGOSTO,MIERCOLES,1660731600000,CL 26 68 D 02,ATROPELLO,FONTIBON,NA,PEATON,N,NA,MASCULINO,23,PEATON,-74.106,4.656999999999982
1848620,12847333,A001516633,1670734800000,14:13:00,2022,DICIEMBRE,DOMINGO,1670785980000,KR 18 I 69 D SUR 02,CHOQUE,CIUDAD BOLIVAR,NA,PEATON,N,NA,MASCULINO,39,PEATON,-74.14777824100003,4.547848192000004
1848621,12847334,A001518334,1670734800000,04:45:00,2022,DICIEMBRE,DOMINGO,1670751900000,KR 20 F 62 SUR 02,CHOQUE,CIUDAD BOLIVAR,1,MOTOCICLISTA,N,NA,MASCULINO,20,MOTOCICLISTA,-74.143486134,4.565557619999993
1848638,12847354,A001517768,1670389200000,15:40:00,2022,DICIEMBRE,MIERCOLES,1670445600000,AVENIDA TV DE SUBA 119 02,CAIDA DE OCUPANTE,SUBA,NA,PASAJERO,S,1672894800000,NA,32,PASAJERO,-74.070880708,4.704625620999991
1848664,12847386,A001518273,1670475600000,00:50:00,2022,DICIEMBRE,JUEVES,1670478600000,KR 86 1 A SUR 02,CHOQUE,KENNEDY,1,MOTOCICLISTA,S,1670907600000,MASCULINO,28,MOTOCICLISTA,-74.15832850599998,4.638688757000011
1848721,12847445,A001518145,1670562000000,18:35:00,2022,DICIEMBRE,VIERNES,1670628900000,CL 80 52 02,CAIDA DE OCUPANTE,BARRIOS UNIDOS,1,PASAJERO,S,1672185600000,FEMENINO,25,PASAJERO,-74.06964687300001,4.675420636000013
1848862,12847585,A001518427,1670734800000,04:59:00,2022,DICIEMBRE,DOMINGO,1670752740000,CL 17 81 A 02,ATROPELLO,FONTIBON,NA,PEATON,S,1670889600000,FEMENINO,79,PEATON,-74.13383359599999,4.6568940480000265
1849123,12847905,A001517580,1671253200000,23:20:00,2022,DICIEMBRE,SABADO,1671337200000,CL 72 69 A 02,VOLCAMIENTO,ENGATIVA,1,CICLISTA,N,NA,MASCULINO,54,CICLISTA,-74.08915189700002,4.681207545999996
1849127,12847909,A001518418,1671253200000,02:36:00,2022,DICIEMBRE,SABADO,1671262560000,AK 30 63 02,CHOQUE,BARRIOS UNIDOS,NA,PEATON,N,NA,MASCULINO,53,PEATON,-74.07806120599997,4.652045053999984
1849132,12847919,A001517928,1671166800000,23:30:00,2022,DICIEMBRE,VIERNES,1671251400000,KR 68 57 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,N,NA,MASCULINO,31,PEATON,-74.094411891,4.665320088999977
1849146,12848826,A001518387,1671771600000,07:40:00,2022,DICIEMBRE,VIERNES,1671799200000,TV 86 99 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,37,MOTOCICLISTA,-74.09347950900002,4.713353014999996
1849161,12848841,A001518436,1671944400000,07:18:00,2022,DICIEMBRE,DOMINGO,1671970680000,TV 78 N 51 A SUR 02,ATROPELLO,KENNEDY,1,MOTOCICLISTA,S,1671944400000,MASCULINO,30,MOTOCICLISTA,-74.16774066699998,4.61069031400001
1849201,12848882,A001518559,1671858000000,18:34:00,2022,DICIEMBRE,SABADO,1671924840000,CL 22 SUR 1 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1677888000000,FEMENINO,31,PEATON,-74.08729044400002,4.569873931000018
1849205,12849760,A001518929,1672117200000,03:28:00,2022,DICIEMBRE,MARTES,1672129680000,KR 14 40 A 02,ATROPELLO,TEUSAQUILLO,NA,PEATON,N,NA,MASCULINO,35,PEATON,-74.06863007200002,4.628128168999979
1849208,12848889,A001519082,1672117200000,20:50:00,2022,DICIEMBRE,MARTES,1672192200000,CL 49 SUR 89 B 02,CHOQUE,BOSA,2,PASAJERO,N,NA,FEMENINO,22,MOTOCICLISTA,-74.17996124799998,4.6346030619999965
1849347,12833830,A001512533,1661230800000,23:12:00,2022,AGOSTO,MARTES,1661314320000,AVENIDA BOYACA 34 SUR 02,ATROPELLO,KENNEDY,NA,PEATON,N,NA,MASCULINO,32,PEATON,-74.13977036699998,4.61648818499998
1849349,12833833,A001512407,1661144400000,17:52:00,2022,AGOSTO,LUNES,1661208720000,AVENIDA TV DE SUBA 128 02,ATROPELLO,SUBA,NA,PEATON,N,NA,FEMENINO,42,PEATON,-74.07299999999998,4.713999999999999
1849553,12848286,A001518683,1671253200000,18:40:00,2022,DICIEMBRE,SABADO,1671320400000,CL 11 SUR 12 A 02,ATROPELLO,ANTONIO NARINO,NA,PEATON,S,1673481600000,FEMENINO,58,PEATON,-74.09299194300002,4.584409459000028
1849615,12848348,A001517966,1671598800000,16:02:00,2022,DICIEMBRE,MIERCOLES,1671656520000,KR 129 19 02,CHOQUE,FONTIBON,2,CICLISTA,N,NA,MASCULINO,51,CICLISTA,-74.16024258700003,4.6939606660000095
1849617,12848351,A001518358,1671598800000,09:35:00,2022,DICIEMBRE,MIERCOLES,1671633300000,AVENIDA BOYACA 22 02,VOLCAMIENTO,FONTIBON,2,MOTOCICLISTA,N,NA,MASCULINO,57,MOTOCICLISTA,-74.119936672,4.6563635680000175
1849787,12848520,A001518726,1671685200000,06:55:00,2022,DICIEMBRE,JUEVES,1671710100000,KR 85 A 45 SUR 02,CHOQUE,KENNEDY,2,MOTOCICLISTA,N,NA,FEMENINO,34,MOTOCICLISTA,-74.171345997,4.627187595000009
1849789,12848521,A001518556,1671858000000,01:05:00,2022,DICIEMBRE,SABADO,1671861900000,KR 68 8 SUR 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,N,NA,MASCULINO,26,PEATON,-74.12603357799998,4.618124233000003
1849790,12848522,A001518209,1671858000000,04:15:00,2022,DICIEMBRE,SABADO,1671873300000,KR 6 182 B 02,CHOQUE,USAQUEN,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.0249442,4.759594336000021
1849794,12848525,A001518771,1671771600000,11:45:00,2022,DICIEMBRE,VIERNES,1671813900000,KR 53 47 A SUR 02,CHOQUE,TUNJUELITO,2,CICLISTA,N,NA,MASCULINO,26,CICLISTA,-74.13829520899998,4.592499309000004
1849796,12848528,A001518591,1671771600000,03:20:00,2022,DICIEMBRE,VIERNES,1671783600000,CL 26 54 02,CHOQUE,TEUSAQUILLO,2,MOTOCICLISTA,N,NA,MASCULINO,38,MOTOCICLISTA,-74.096254386,4.643096490999994
1849995,12848729,A001517866,1671771600000,14:23:00,2022,DICIEMBRE,VIERNES,1671823380000,KR 104 135 02,CHOQUE,SUBA,2,CICLISTA,S,1671858000000,MASCULINO,25,CICLISTA,-74.09925799199999,4.738639803000012
1850108,12849785,A001518937,1672808400000,18:07:00,2023,ENERO,MIERCOLES,1672873620000,AVENIDA DE LAS AMERICAS 50 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1673481600000,MASCULINO,17,PEATON,-74.10855856299997,4.628043293000019
1850167,12849856,A001519398,1673154000000,02:33:00,2023,ENERO,DOMINGO,1673163180000,CL 6 78 C 02,CHOQUE,KENNEDY,1,CONDUCTOR,N,NA,MASCULINO,29,CONDUCTOR,-74.14624003400002,4.631194384000025
1850171,12849860,A001519392,1673326800000,02:18:00,2023,ENERO,MARTES,1673335080000,KR 6 22 A SUR 02,CHOQUE,SAN CRISTOBAL,1,PASAJERO,N,NA,MASCULINO,28,MOTOCICLISTA,-74.09208811799999,4.5718752160000236
1850172,12849861,A001519168,1673067600000,02:53:00,2023,ENERO,SABADO,1673077980000,CL 43 A SUR 72 G 02,VOLCAMIENTO,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,31,MOTOCICLISTA,-74.146855184,4.602028010000026
1850173,12849862,A001519204,1673154000000,02:36:00,2023,ENERO,DOMINGO,1673163360000,CL 138 74 02,CHOQUE,SUBA,1,MOTOCICLISTA,S,1673240400000,MASCULINO,26,MOTOCICLISTA,-74.07247977700001,4.731096112999978
1850174,12849863,A001519204,1673154000000,02:36:00,2023,ENERO,DOMINGO,1673163360000,CL 138 74 02,CHOQUE,SUBA,1,PASAJERO,N,NA,FEMENINO,24,MOTOCICLISTA,-74.07247977700001,4.731096112999978
1850229,12849921,A001518391,1672894800000,12:00:00,2023,ENERO,JUEVES,1672938000000,CL 63 103 A 02,ATROPELLO,FONTIBON,NA,PEATON,S,1673827200000,MASCULINO,80,PEATON,-74.12480918400001,4.695145792999995
1850367,12833963,A001512358,1661144400000,08:36:00,2022,AGOSTO,LUNES,1661175360000,KR 25 A 5 02,CHOQUE,LOS MARTIRES,2,MOTOCICLISTA,S,1661576400000,MASCULINO,41,MOTOCICLISTA,-74.09500000000003,4.600999999999999
1850465,12834954,A001512446,1661576400000,23:40:00,2022,AGOSTO,SABADO,1661661600000,CL 129 D 122 D 02,CHOQUE,SUBA,2,PASAJERO,S,1661904000000,FEMENINO,43,MOTOCICLISTA,-74.10746759900002,4.734306520000018
1850516,12849253,A001518950,1672117200000,14:40:00,2022,DICIEMBRE,MARTES,1672170000000,KR 10 25 SUR 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1676073600000,MASCULINO,73,PEATON,-74.09687665899997,4.573092554000027
1850536,12849274,A001518945,1672290000000,06:09:00,2022,DICIEMBRE,JUEVES,1672312140000,CL 40 SUR 27 02,CHOQUE,ANTONIO NARINO,2,MOTOCICLISTA,N,NA,MASCULINO,32,MOTOCICLISTA,-74.12131831099998,4.589425011999992
1850537,12849275,A001519042,1672290000000,23:15:00,2022,DICIEMBRE,JUEVES,1672373700000,AK 30 41 02,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,N,NA,MASCULINO,40,MOTOCICLISTA,-74.07949277400002,4.632338496999978
1850554,12849292,A001518215,1672635600000,01:10:00,2023,ENERO,LUNES,1672639800000,CL 43 SUR 79 F 02,CHOQUE,KENNEDY,1,MOTOCICLISTA,N,NA,MASCULINO,34,MOTOCICLISTA,-74.16531590400001,4.620083431000012
1850595,12849340,A001518301,1672203600000,10:41:00,2022,DICIEMBRE,MIERCOLES,1672242060000,CL 59 C SUR 88 C 02,CHOQUE,BOSA,2,PASAJERO,S,1672272000000,MASCULINO,14,MOTOCICLISTA,-74.19158204500002,4.626032169999974
1850631,12849374,A001519054,1672549200000,22:53:00,2023,ENERO,DOMINGO,1672631580000,KR 14 33 SUR 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,N,NA,MASCULINO,33,PEATON,-74.11504166499998,4.576468336999994
1850633,12849376,A001518998,1672462800000,06:31:00,2022,DICIEMBRE,SABADO,1672486260000,KR 72 26 SUR 02,CHOQUE,KENNEDY,1,PASAJERO,N,NA,FEMENINO,36,MOTOCICLISTA,-74.1390839,4.6187573770000085
1850642,12849385,A001518623,1672290000000,17:20:00,2022,DICIEMBRE,JUEVES,1672352400000,KR 86 34 B 02,CHOQUE,KENNEDY,2,CICLISTA,S,1672462800000,MASCULINO,29,CICLISTA,-74.16179295,4.635620635999999
1850858,12849601,A001519007,1672462800000,19:00:00,2022,DICIEMBRE,SABADO,1672531200000,KR 89 B 53 SUR 02,ATROPELLO,BOSA,NA,PEATON,S,1672617600000,MASCULINO,57,PEATON,-74.18437226700001,4.633041489999982
1850928,12849661,A001517780,1672462800000,00:38:00,2022,DICIEMBRE,SABADO,1672465080000,KR 86 52 A 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,31,MOTOCICLISTA,-74.11681668900002,4.681770385999982
1850956,12849749,A001519155,1672722000000,07:10:00,2023,ENERO,MARTES,1672747800000,CL 27 SUR 10 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,S,1675382400000,MASCULINO,64,PEATON,-74.09814868799998,4.572328894999998
1851011,12849811,A001516572,1672894800000,20:29:00,2023,ENERO,JUEVES,1672968540000,AVENIDA BOYACA 25 02,CHOQUE,TUNJUELITO,1,MOTOCICLISTA,N,NA,MASCULINO,18,MOTOCICLISTA,-74.140435733,4.57662178999999
1851014,12849814,A001519326,1672981200000,03:13:00,2023,ENERO,VIERNES,1672992780000,CL 74 72 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,26,MOTOCICLISTA,-74.093546818,4.689635556999974
1851062,12850769,A001519199,1674018000000,23:55:00,2023,ENERO,MIERCOLES,1674104100000,CL 62 SUR 87 B 02,CHOQUE,BOSA,2,MOTOCICLISTA,N,NA,MASCULINO,44,MOTOCICLISTA,-74.189919944,4.621966654999994
1851100,12850806,A001519499,1674104400000,20:19:00,2023,ENERO,JUEVES,1674177540000,AVENIDA BOYACA 22 02,VOLCAMIENTO,FONTIBON,1,MOTOCICLISTA,N,NA,MASCULINO,44,MOTOCICLISTA,-74.12010166300001,4.656461454000009
1851304,12834911,A001511977,1661749200000,20:45:00,2022,AGOSTO,LUNES,1661823900000,KR 86 55 SUR 02,CHOQUE,BOSA,2,MOTOCICLISTA,N,NA,MASCULINO,43,MOTOCICLISTA,-74.18140523300002,4.622151439999982
1851378,12835874,A001513059,1662354000000,16:35:00,2022,SEPTIEMBRE,LUNES,1662413700000,AVENIDA BOYACA 130 C 02,VOLCAMIENTO,SUBA,2,PASAJERO,N,NA,FEMENINO,43,MOTOCICLISTA,-74.07299999999998,4.723000000000013
1851394,12835885,A001396007,1648443600000,18:10:00,2022,MARZO,LUNES,1648509000000,CL 72 105 G 02,CHOQUE,ENGATIVA,2,CICLISTA,N,NA,FEMENINO,33,CICLISTA,-74.12099999999998,4.708000000000027
1851423,12849278,A001518773,1672290000000,18:40:00,2022,DICIEMBRE,JUEVES,1672357200000,KR 71 B 54 A SUR 02,ATROPELLO,BOSA,NA,PEATON,N,NA,FEMENINO,79,PEATON,-74.161973015,4.602923877000023
1851544,12849398,A001519010,1672290000000,11:35:00,2022,DICIEMBRE,JUEVES,1672331700000,AK 68 2 02,ATROPELLO,PUENTE ARANDA,NA,PEATON,S,1672876800000,MASCULINO,57,PEATON,-74.12592195600001,4.622209677000001
1851557,12850320,A001519445,1673586000000,06:00:00,2023,ENERO,VIERNES,1673607600000,KR 75 64 F 02,CHOQUE,ENGATIVA,2,MOTOCICLISTA,N,NA,MASCULINO,20,MOTOCICLISTA,-74.105007656,4.6809475090000205
1851559,12852631,A001518133,1673672400000,04:20:00,2023,ENERO,SABADO,1673688000000,KR 72 26 SUR 02,ATROPELLO,KENNEDY,NA,PEATON,N,NA,MASCULINO,33,PEATON,-74.13927496100001,4.6186370359999955
1851560,12850321,A001519645,1673672400000,00:12:00,2023,ENERO,SABADO,1673673120000,KR 30 42 02,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,N,NA,MASCULINO,28,MOTOCICLISTA,-74.07947985099997,4.633113920000028
1851561,12850322,A001519645,1673672400000,00:12:00,2023,ENERO,SABADO,1673673120000,KR 30 42 02,CHOQUE,TEUSAQUILLO,1,PASAJERO,N,NA,MASCULINO,32,MOTOCICLISTA,-74.07947985099997,4.633113920000028
1851672,12849822,A001518935,1672635600000,03:50:00,2023,ENERO,LUNES,1672649400000,AVENIDA BOYACA 4 02,ATROPELLO,KENNEDY,NA,PEATON,N,NA,MASCULINO,25,PEATON,-74.13795054500002,4.62722988500002
1851823,12850586,A001519165,1673845200000,11:35:00,2023,ENERO,LUNES,1673886900000,KR 30 11 A SUR 02,ATROPELLO,ANTONIO NARINO,NA,PEATON,N,NA,MASCULINO,76,PEATON,-74.10735483000002,4.5979883640000025
1851852,12849705,A001519112,1672722000000,10:15:00,2023,ENERO,MARTES,1672758900000,CL 17 120 02,CHOQUE,FONTIBON,2,CICLISTA,N,NA,FEMENINO,23,CICLISTA,-74.15763606600001,4.685617847999993
1851863,12850629,A001519321,1673758800000,00:05:00,2023,ENERO,DOMINGO,1673759100000,CL 59 C SUR 87 F 02,ATROPELLO,BOSA,1,MOTOCICLISTA,N,NA,MASCULINO,29,MOTOCICLISTA,-74.18935654299997,4.623280922999982
1851864,12850630,A001519321,1673758800000,00:05:00,2023,ENERO,DOMINGO,1673759100000,CL 59 C SUR 87 F 02,ATROPELLO,BOSA,NA,PEATON,S,1673758800000,MASCULINO,59,PEATON,-74.18935654299997,4.623280922999982
1851888,12850650,A001519215,1673845200000,05:30:00,2023,ENERO,LUNES,1673865000000,AC 17 129 02,VOLCAMIENTO,FONTIBON,1,MOTOCICLISTA,S,1673931600000,MASCULINO,28,MOTOCICLISTA,-74.16483603199998,4.690852120999978
1852016,12866030,A001571769,1687842000000,13:30:00,2023,JUNIO,MARTES,1687890600000,CL 22 SUR 4 02,ATROPELLO,SAN CRISTOBAL,NA,PEATON,S,1688014800000,FEMENINO,82,PEATON,-74.09007210800002,4.571554662999972
1852088,12867006,A001573094,1688792400000,22:26:00,2023,JULIO,SABADO,1688873160000,KR 14 33 SUR 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,N,NA,MASCULINO,70,PEATON,-74.115037341,4.576781686000004
1852145,12866203,A001572259,1688014800000,16:47:00,2023,JUNIO,JUEVES,1688075220000,AVENIDA CIUDAD DE QUITO 75 02,ATROPELLO,BARRIOS UNIDOS,NA,PEATON,S,1688014800000,MASCULINO,36,PEATON,-74.07142072599999,4.669678810999983
1852247,12851898,A001519085,1675227600000,20:10:00,2023,FEBRERO,MIERCOLES,1675300200000,KR 30 5 A 02,VOLCAMIENTO,PUENTE ARANDA,1,MOTOCICLISTA,N,NA,MASCULINO,22,MOTOCICLISTA,-74.09872201899998,4.605068931999995
1852266,12852629,A001519811,1674363600000,19:26:00,2023,ENERO,DOMINGO,1674433560000,TV 73 A BIS A 37 SUR 02,ATROPELLO,KENNEDY,NA,PEATON,N,NA,FEMENINO,32,PEATON,-74.14690433499999,4.618255335000015
1852309,12851075,A001519902,1674450000000,16:20:00,2023,ENERO,LUNES,1674508800000,TV 5 M 48 D SUR 02,ATROPELLO,RAFAEL URIBE URIBE,NA,PEATON,N,NA,MASCULINO,2,PEATON,-74.11262122599999,4.558750843999974
1852311,12851077,A001519299,1674450000000,19:48:00,2023,ENERO,LUNES,1674521280000,CL 162 A 4 A 02,CHOQUE,USAQUEN,2,CICLISTA,N,NA,MASCULINO,19,CICLISTA,-74.02105602099999,4.735400466999977
1852402,12852057,A001520024,1675314000000,07:21:00,2023,FEBRERO,JUEVES,1675340460000,AVENIDA BOYACA 6 D 02,VOLCAMIENTO,KENNEDY,2,CICLISTA,N,NA,MASCULINO,28,CICLISTA,-74.13742093000002,4.632156826000028
1852465,12866420,A001572311,1688274000000,03:27:00,2023,JULIO,DOMINGO,1688286420000,CL 19 30 02,CHOQUE,PUENTE ARANDA,1,CONDUCTOR,N,NA,NA,NA,CONDUCTOR,-74.08829358999998,4.6182868409999855
1852467,12866422,A001572806,1688187600000,17:00:00,2023,JULIO,SABADO,1688248800000,AK 68 6 02,CHOQUE,PUENTE ARANDA,2,MOTOCICLISTA,N,NA,MASCULINO,52,MOTOCICLISTA,-74.12286266299998,4.628456749000009
1852472,12866425,A001572702,1688274000000,01:26:00,2023,JULIO,DOMINGO,1688279160000,KR 7 230 02,CHOQUE,USAQUEN,1,PASAJERO,N,NA,MASCULINO,57,MOTOCICLISTA,-74.029864713,4.805124764000027
1852473,12866427,A001572807,1688274000000,05:00:00,2023,JULIO,DOMINGO,1688292000000,KR 30 40 A 02,CHOQUE,TEUSAQUILLO,1,MOTOCICLISTA,N,NA,MASCULINO,40,MOTOCICLISTA,-74.07965151299999,4.630857529000025
1852597,12866554,A001570546,1688446800000,07:53:00,2023,JULIO,MARTES,1688475180000,AVENIDA CIUDAD DE QUITO 41 02,VOLCAMIENTO,TEUSAQUILLO,1,MOTOCICLISTA,N,NA,MASCULINO,33,MOTOCICLISTA,-74.07950352900002,4.632335543000011
1852608,12865664,A001572403,1687582800000,03:10:00,2023,JUNIO,SABADO,1687594200000,CL 51 SUR 13 F 02,CHOQUE,TUNJUELITO,1,MOTOCICLISTA,N,NA,MASCULINO,27,MOTOCICLISTA,-74.12659563599999,4.566182234999985
1852610,12865668,A001570199,1687669200000,04:00:00,2023,JUNIO,DOMINGO,1687683600000,AC 80 110 02,CHOQUE,ENGATIVA,1,MOTOCICLISTA,N,NA,MASCULINO,26,MOTOCICLISTA,-74.11788372000001,4.716900022999994
1852611,12865669,A001570199,1687669200000,04:00:00,2023,JUNIO,DOMINGO,1687683600000,AC 80 110 02,CHOQUE,ENGATIVA,1,PASAJERO,N,NA,FEMENINO,32,MOTOCICLISTA,-74.11788372000001,4.716900022999994
1852613,12865672,A001570497,1687582800000,02:41:00,2023,JUNIO,SABADO,1687592460000,AC 13 39 02,CHOQUE,PUENTE ARANDA,2,CICLISTA,N,NA,MASCULINO,45,CICLISTA,-74.09943487200002,4.6211918449999985
1852619,12865680,A001571538,1687669200000,02:07:00,2023,JUNIO,DOMINGO,1687676820000,CL 83 103 C 02,ATROPELLO,ENGATIVA,NA,PEATON,N,NA,FEMENINO,71,PEATON,-74.110882457,4.7169895769999926
1852709,12866674,A001572906,1688446800000,21:15:00,2023,JULIO,MARTES,1688523300000,AVENIDA BOYACA 24 02,ATROPELLO,TUNJUELITO,NA,PEATON,S,1688533200000,FEMENINO,58,PEATON,-74.13940576499999,4.57328505800001
1852734,12865796,A001572327,1687582800000,23:40:00,2023,JUNIO,SABADO,1687668000000,CL 17 80 A 02,VOLCAMIENTO,FONTIBON,1,PASAJERO,S,1687669200000,MASCULINO,37,MOTOCICLISTA,-74.13280329100002,4.655879314999993
1852907,12866939,A001572897,1688792400000,02:20:00,2023,JULIO,SABADO,1688800800000,KR 92 A 50 02,CHOQUE,BOSA,2,MOTOCICLISTA,N,NA,MASCULINO,44,MOTOCICLISTA,-74.18287900899998,4.6365332469999885
1852908,12866938,A001572886,1688792400000,03:04:00,2023,JULIO,SABADO,1688803440000,KR 51 F 43 SUR 02,CHOQUE,TUNJUELITO,1,MOTOCICLISTA,N,NA,MASCULINO,23,MOTOCICLISTA,-74.13460997499999,4.594422774999998
