OBJECTID;CODIGO_ACCIDENTADO;FORMULARIO;FECHA_OCURRENCIA_ACC;HORA_OCURRENCIA_ACC;ANO_OCURRENCIA_ACC;MES_OCURRENCIA_ACC;DIA_OCURRENCIA_ACC;FECHA_HORA_ACC;DIRECCION;CLASE_ACC;LOCALIDAD;CODIGO_VEHICULO;CONDICION;MUERTE_POSTERIOR;FECHA_POSTERIOR_MUERTE;GENERO;EDAD;CONDICION_A
1715756;14458273;A001716230;1,75601E+12;8:40:00;2025;AGOSTO;DOMINGO;1,75604E+12;TV 86 99 98;CHOQUE;ENGATIVA;2;MOTOCICLISTA;N;NA;MASCULINO;26;MOTOCICLISTA
1715760;14458275;A001716558;1,75601E+12;8:30:00;2025;AGOSTO;DOMINGO;1,75604E+12;CL 80 77 02;CHOQUE;ENGATIVA;2;CICLISTA;N;NA;MASCULINO;74;CICLISTA
1715761;14458276;A001716334;1,75593E+12;11:42:00;2025;AGOSTO;SABADO;1,75597E+12;KR 72 25 B 02;CHOQUE;KENNEDY;1;MOTOCICLISTA;N;NA;FEMENINO;32;MOTOCICLISTA
1715810;14458329;A001714705;1,75195E+12;6:49:00;2025;JULIO;MARTES;1,75198E+12;KR 45 102 A 02;CHOQUE;USAQUEN;2;CICLISTA;N;NA;FEMENINO;31;CICLISTA
1715813;14458332;A001715498;1,7561E+12;10:00:00;2025;AGOSTO;LUNES;1,75613E+12;KR 72 12 30;CHOQUE;KENNEDY;1;MOTOCICLISTA;N;NA;MASCULINO;39;MOTOCICLISTA
1715818;14458336;A001716282;1,75523E+12;11:40:00;2025;AGOSTO;VIERNES;1,75528E+12;AVENIDA CARACAS 56 SUR 02;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,75662E+12;FEMENINO;82;PEATON
1715819;14458338;A001716325;1,7561E+12;17:40:00;2025;AGOSTO;LUNES;1,75616E+12;CL 25 G 85 B 02;CHOQUE;FONTIBON;1;CICLISTA;S;1,75646E+12;MASCULINO;55;CICLISTA
1715823;14458342;A001716447;1,75627E+12;1:30:00;2025;AGOSTO;MIERCOLES;1,75628E+12;KR 13 16 43;CHOQUE;SANTA FE;1;MOTOCICLISTA;N;NA;FEMENINO;29;MOTOCICLISTA
1715827;14458344;A001716514;1,75636E+12;12:10:00;2025;AGOSTO;JUEVES;1,7564E+12;AC 26 68 D 02;ATROPELLO;FONTIBON;NA;PEATON;N;NA;NA;125;PEATON
1715829;14458348;A001715996;1,75627E+12;13:07:00;2025;AGOSTO;MIERCOLES;1,75632E+12;CL 58 SUR 19 B 77;CHOQUE;TUNJUELITO;2;MOTOCICLISTA;N;NA;MASCULINO;47;MOTOCICLISTA
1715849;14458367;A001716610;1,75653E+12;10:26:00;2025;AGOSTO;SABADO;1,75657E+12;CL 57 R SUR 77 02;CHOQUE;CIUDAD BOLIVAR;2;MOTOCICLISTA;N;NA;FEMENINO;22;MOTOCICLISTA
1715855;14458373;A001716512;1,75653E+12;16:10:00;2025;AGOSTO;SABADO;1,75659E+12;CL 18 SUR 22 02;CHOQUE;ANTONIO NARINO;2;CICLISTA;N;NA;MASCULINO;26;CICLISTA
1715933;14421311;AA9133;1,43694E+12;8:13:00;2015;JULIO;MIERCOLES;1,43697E+12;AK 45-CL 209 02;CHOQUE;USAQUEN;3;CONDUCTOR;N;NA;MASCULINO;34;CONDUCTOR
1716013;14421165;AA877;1,42475E+12;10:01:00;2015;FEBRERO;MARTES;1,42479E+12;CL 68-TR 63 S 02;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;N;NA;FEMENINO;64;PEATON
1716249;14457788;A001716346;1,75549E+12;5:10:00;2025;AGOSTO;LUNES;1,75551E+12;KR 14 11 SUR 02;CHOQUE;ANTONIO NARINO;2;MOTOCICLISTA;S;1,75586E+12;MASCULINO;30;MOTOCICLISTA
1716377;14457909;A001716146;1,75558E+12;16:15:00;2025;AGOSTO;MARTES;1,75564E+12;KR 45 207 02;CHOQUE;USAQUEN;2;CICLISTA;S;1,75577E+12;MASCULINO;16;CICLISTA
1716473;14458954;A001716312;1,75722E+12;5:08:00;2025;SEPTIEMBRE;DOMINGO;1,75724E+12;AVENIDA DE LAS AMERICAS 69 C 02;CHOQUE;KENNEDY;1;MOTOCICLISTA;N;NA;MASCULINO;125;MOTOCICLISTA
1716479;14458964;A001717372;1,75679E+12;14:50:00;2025;SEPTIEMBRE;MARTES;1,75684E+12;KR 94 B 132 45;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;84;PEATON
1716572;14459958;A001717414;1,75834E+12;13:29:00;2025;SEPTIEMBRE;SABADO;1,75839E+12;KR 10 1 B 38;ATROPELLO;SANTA FE;1;MOTOCICLISTA;N;NA;MASCULINO;48;MOTOCICLISTA
1716574;14459960;A001717601;1,75834E+12;3:42:00;2025;SEPTIEMBRE;SABADO;1,75836E+12;AK 7 171 B 02;CHOQUE;USAQUEN;1;MOTOCICLISTA;N;NA;MASCULINO;36;MOTOCICLISTA
1716609;14459134;A001716425;1,7567E+12;10:00:00;2025;SEPTIEMBRE;LUNES;1,75674E+12;KR 88 C 43 SUR 02;CHOQUE;KENNEDY;1;CICLISTA;S;1,75776E+12;FEMENINO;57;CICLISTA
1716627;14460007;A001717887;1,75852E+12;10:36:00;2025;SEPTIEMBRE;LUNES;1,75856E+12;CL 134 9 02;CHOQUE;USAQUEN;2;CICLISTA;N;NA;MASCULINO;23;CICLISTA
1716628;14460008;A001717614;1,75852E+12;3:34:00;2025;SEPTIEMBRE;LUNES;1,75853E+12;TV 5 A 48 L SUR 02;VOLCAMIENTO;RAFAEL URIBE URIBE;1;MOTOCICLISTA;N;NA;MASCULINO;22;MOTOCICLISTA
1716649;14459138;A001716904;1,75739E+12;21:20:00;2025;SEPTIEMBRE;MARTES;1,75747E+12;CL 37 B SUR 2 B 28;ATROPELLO;SAN CRISTOBAL;NA;PEATON;N;NA;FEMENINO;59;PEATON
1716692;14460079;A001717810;1,75843E+12;6:45:00;2025;SEPTIEMBRE;DOMINGO;1,75846E+12;KR 89 B 58 19 SUR;CHOQUE;BOSA;2;PASAJERO;N;NA;FEMENINO;39;MOTOCICLISTA
1716772;14459256;A001717544;1,75739E+12;23:05:00;2025;SEPTIEMBRE;MARTES;1,75748E+12;KR 95 A 125 16;CHOQUE;SUBA;1;MOTOCICLISTA;N;NA;MASCULINO;21;MOTOCICLISTA
1716811;14460261;A001717333;1,75791E+12;13:00:00;2025;SEPTIEMBRE;LUNES;1,75796E+12;CL 127 91 02;ATROPELLO;SUBA;NA;PEATON;S;1,75817E+12;MASCULINO;78;PEATON
1716828;14460318;A001718036;1,75852E+12;18:40:00;2025;SEPTIEMBRE;LUNES;1,75858E+12;KR 2 ESTE 185 A 2;CHOQUE;USAQUEN;1;PASAJERO;N;NA;MASCULINO;57;PASAJERO
1716839;14460327;A001716758;1,7567E+12;18:50:00;2025;SEPTIEMBRE;LUNES;1,75677E+12;KR 10 15 02;ATROPELLO;SANTA FE;NA;PEATON;S;1,75679E+12;NA;125;PEATON
1716874;14421340;AA658;1,42493E+12;10:20:00;2015;FEBRERO;JUEVES;1,42496E+12;AV AVENIDA BOYACA-KR 53 02;CHOQUE;ENGATIVA;2;CONDUCTOR;N;NA;FEMENINO;23;CONDUCTOR
1717286;14458810;A001714653;1,75705E+12;21:32:00;2025;SEPTIEMBRE;VIERNES;1,75713E+12;CL 127 57 02;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;50;PEATON
1717287;14458811;A001717338;1,75705E+12;13:07:00;2025;SEPTIEMBRE;VIERNES;1,7571E+12;TV 78 H 42 F 44 SUR;CHOQUE;KENNEDY;1;MOTOCICLISTA;N;NA;MASCULINO;44;MOTOCICLISTA
1717378;14458942;A001714814;1,75662E+12;15:41:00;2025;AGOSTO;DOMINGO;1,75667E+12;KR 72 39 B 17 SUR;CHOQUE;KENNEDY;2;MOTOCICLISTA;N;NA;MASCULINO;44;MOTOCICLISTA
1717402;14458925;A001716369;1,75593E+12;5:20:00;2025;AGOSTO;SABADO;1,75594E+12;AVENIDA TINTAL 50;CHOQUE;KENNEDY;2;PASAJERO;S;1,75618E+12;FEMENINO;32;MOTOCICLISTA
1717521;14459996;A001717615;1,75757E+12;15:30:00;2025;SEPTIEMBRE;JUEVES;1,75762E+12;KR 27 37 SUR 02;ATROPELLO;RAFAEL URIBE URIBE;NA;PEATON;S;1,75869E+12;MASCULINO;45;PEATON
1717544;14460019;A001716870;1,75739E+12;14:00:00;2025;SEPTIEMBRE;MARTES;1,75744E+12;CL 127 93 02;CAIDA DE OCUPANTE;SUBA;1;PASAJERO;S;1,758E+12;FEMENINO;83;PASAJERO
1717600;14460080;A001717828;1,75826E+12;12:07:00;2025;SEPTIEMBRE;VIERNES;1,7583E+12;CL 127 51 A 02;CHOQUE;SUBA;1;MOTOCICLISTA;N;NA;MASCULINO;21;MOTOCICLISTA
1717630;14460110;A001717823;1,7586E+12;23:00:00;2025;SEPTIEMBRE;MARTES;1,75869E+12;AK 7 173 02;CHOQUE;USAQUEN;1;MOTOCICLISTA;N;NA;MASCULINO;35;MOTOCICLISTA
1717768;14461153;A001718242;1,75955E+12;8:26:00;2025;OCTUBRE;SABADO;1,75958E+12;TV 17 62 SUR 02;CHOQUE;CIUDAD BOLIVAR;2;MOTOCICLISTA;N;NA;FEMENINO;30;MOTOCICLISTA
1717774;14461158;A001717940;1,75938E+12;9:22:00;2025;OCTUBRE;JUEVES;1,75941E+12;AVENIDA CENTENARIO 80 02;CHOQUE;FONTIBON;3;MOTOCICLISTA;N;NA;FEMENINO;19;MOTOCICLISTA
1717893;14427072;AA15651;1,4454E+12;22:55:00;2015;OCTUBRE;MIERCOLES;1,44549E+12;KR 14-CL 46B ES 02;CHOQUE;SAN CRISTOBAL;2;PASAJERO;S;1,44618E+12;MASCULINO;31;MOTOCICLISTA
1718288;14459794;A001717725;1,75817E+12;1:02:00;2025;SEPTIEMBRE;JUEVES;1,75818E+12;AVENIDA DE LAS AMERICAS 68 D 02;CHOQUE;KENNEDY;1;MOTOCICLISTA;N;NA;MASCULINO;42;MOTOCICLISTA
1718289;14459795;A001717675;1,75791E+12;20:30:00;2025;SEPTIEMBRE;LUNES;1,75799E+12;KR 45 166 02;ATROPELLO;USAQUEN;1;MOTOCICLISTA;S;1,75802E+12;MASCULINO;27;MOTOCICLISTA
1718290;14459798;A001717675;1,75791E+12;20:30:00;2025;SEPTIEMBRE;LUNES;1,75799E+12;KR 45 166 02;ATROPELLO;USAQUEN;NA;PEATON;N;NA;FEMENINO;50;PEATON
1718292;14459800;A001717682;1,75809E+12;3:10:00;2025;SEPTIEMBRE;MIERCOLES;1,7581E+12;KR 86 76 A 14;ATROPELLO;ENGATIVA;NA;PEATON;N;NA;NA;125;PEATON
1718297;14459805;A001716795;1,75636E+12;1:40:00;2025;AGOSTO;JUEVES;1,75636E+12;CL 170 7 65;VOLCAMIENTO;USAQUEN;1;MOTOCICLISTA;N;NA;MASCULINO;47;MOTOCICLISTA
1718316;14459824;A001717275;1,75817E+12;6:20:00;2025;SEPTIEMBRE;JUEVES;1,75819E+12;CL 17 135 02;VOLCAMIENTO;FONTIBON;1;MOTOCICLISTA;N;NA;MASCULINO;31;MOTOCICLISTA
1718644;14461120;A001717953;1,75938E+12;16:42:00;2025;OCTUBRE;JUEVES;1,75944E+12;KR 89 B 54 C SUR 02;ATROPELLO;BOSA;NA;PEATON;S;NA;FEMENINO;80;PEATON
1718883;14432018;AA6006;1,43331E+12;22:20:00;2015;JUNIO;MIERCOLES;1,43339E+12;AV AVENIDA CIUDAD DE CALI-CL 11 02;CHOQUE;KENNEDY;2;CONDUCTOR;S;1,43694E+12;MASCULINO;45;CONDUCTOR
1719011;14427185;AA5828;1,43339E+12;17:30:00;2015;JUNIO;JUEVES;1,43346E+12;AV AVENIDA DEL SUR-AV AVENIDA CUIDAD DE VILLAVICENCIO 02;CHOQUE;BOSA;2;CONDUCTOR;S;1,43348E+12;MASCULINO;42;CONDUCTOR
1719188;14460691;A001718120;1,75929E+12;1:20:00;2025;OCTUBRE;MIERCOLES;1,7593E+12;AVENIDA BOYACA 3 J 21 SUR;CHOQUE;USME;2;MOTOCICLISTA;N;NA;MASCULINO;38;MOTOCICLISTA
1719420;12729473;A001237364;1,61017E+12;5:59:00;2021;ENERO;SABADO;1,61019E+12;AU DEL NORTE POR CL 192;VOLCAMIENTO;USAQUEN;2;MOTOCICLISTA;N;NA;MASCULINO;38;MOTOCICLISTA
1719425;12729453;A001237243;1,61069E+12;22:20:00;2021;ENERO;VIERNES;1,61077E+12;CL 24 POR KR 10;CHOQUE;SANTA FE;2;MOTOCICLISTA;S;1,61077E+12;MASCULINO;29;MOTOCICLISTA
1719427;12729456;A001237314;1,61077E+12;6:50:00;2021;ENERO;SABADO;1,6108E+12;CL 27 SUR POR KR 7;CHOQUE;SAN CRISTOBAL;2;MOTOCICLISTA;S;1,61077E+12;MASCULINO;22;MOTOCICLISTA
1719453;12729476;A001236479;1,61017E+12;6:12:00;2021;ENERO;SABADO;1,61019E+12;KR 14 V POR CL 73 A BIS SUR;CHOQUE;USME;1;CICLISTA;N;NA;MASCULINO;22;CICLISTA
1719455;12729479;A001234385;1,61051E+12;19:20:00;2021;ENERO;MIERCOLES;1,61058E+12;CL 67 D SUR 11 02;ATROPELLO;USME;1;MOTOCICLISTA;N;NA;MASCULINO;20;MOTOCICLISTA
1719509;12729537;A001238755;1,61095E+12;9:20:00;2021;ENERO;LUNES;1,61098E+12;AVENIDA BOYACA POR CL 128;CHOQUE;SUBA;2;CICLISTA;N;NA;MASCULINO;27;CICLISTA
1719532;12729563;A001237008;1,61034E+12;19:46:00;2021;ENERO;LUNES;1,61041E+12;KR 72 CL 48 A 4;ATROPELLO;ENGATIVA;NA;PEATON;S;1,61041E+12;NA;NA;PEATON
1719573;12729606;A001237240;1,61095E+12;16:22:00;2021;ENERO;LUNES;1,611E+12;KR 60 POR CL 13;CHOQUE;PUENTE ARANDA;2;MOTOCICLISTA;N;NA;FEMENINO;41;MOTOCICLISTA
1719609;12729643;A001237335;1,61103E+12;15:11:00;2021;ENERO;MARTES;1,61109E+12;KR 29 75 02;CHOQUE;BARRIOS UNIDOS;2;MOTOCICLISTA;S;1,61103E+12;MASCULINO;31;MOTOCICLISTA
1719861;14421227;AA20227;1,48532E+12;12:30:00;2017;ENERO;MIERCOLES;1,48537E+12;DG 69A-TR 18Z S 02;CHOQUE;CIUDAD BOLIVAR;1;CONDUCTOR;N;NA;MASCULINO;18;CONDUCTOR
1719954;14445187;AA3887;1,42804E+12;21:00:00;2015;ABRIL;VIERNES;1,42811E+12;KR 7-CL 52 48;ATROPELLO;CHAPINERO;NA;PEATON;N;NA;NA;NA;PEATON
1720107;14461574;A001718388;1,75999E+12;11:40:00;2025;OCTUBRE;JUEVES;1,76003E+12;CL 26 100 A 02;CHOQUE;FONTIBON;2;CICLISTA;S;1,76E+12;MASCULINO;64;CICLISTA
1720220;14461704;A001718264;1,75921E+12;20:15:00;2025;SEPTIEMBRE;MARTES;1,75928E+12;CL 80 81 02;ATROPELLO;ENGATIVA;NA;PEATON;S;1,76171E+12;MASCULINO;63;PEATON
1720367;12730407;A001238902;1,61138E+12;16:30:00;2021;ENERO;SABADO;1,61144E+12;AVENIDA BOYACA 81 B 02;ATROPELLO;ENGATIVA;NA;PEATON;S;1,61146E+12;MASCULINO;69;PEATON
1720487;12730478;A001239273;1,61129E+12;5:30:00;2021;ENERO;VIERNES;1,61131E+12;DG 27 SUR 7 28 ESTE;VOLCAMIENTO;SAN CRISTOBAL;1;MOTOCICLISTA;S;1,61155E+12;MASCULINO;46;MOTOCICLISTA
1720503;12730503;A001239008;1,61155E+12;7:48:00;2021;ENERO;LUNES;1,61158E+12;CL 68 B 68 A 02;CAIDA DE OCUPANTE;BARRIOS UNIDOS;1;PASAJERO;S;1,62216E+12;MASCULINO;43;PASAJERO
1720842;14421125;AA4110;1,42769E+12;9:14:00;2015;MARZO;LUNES;1,42772E+12;CL 115-TR 7 SE 02;VOLCAMIENTO;USME;NA;PEATON;N;NA;MASCULINO;50;PEATON
1720996;14421156;AA19479;1,48057E+12;19:48:00;2016;DICIEMBRE;JUEVES;1,48064E+12;AC 80-KR 96 91;ATROPELLO;ENGATIVA;NA;PEATON;N;NA;MASCULINO;35;PEATON
1721032;14445347;AA3513;1,42579E+12;18:40:00;2015;MARZO;DOMINGO;1,42586E+12;AV AVENIDA PRIMERA DE MAYO-KR 70B 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,42596E+12;NA;NA;PEATON
1721054;12730108;A001237375;1,61129E+12;16:50:00;2021;ENERO;VIERNES;1,61135E+12;CL 26 33 02;ATROPELLO;TEUSAQUILLO;NA;PEATON;N;NA;FEMENINO;78;PEATON
1721213;12730270;A001239136;1,61146E+12;6:20:00;2021;ENERO;DOMINGO;1,61149E+12;AK 72 37 SUR 02;VOLCAMIENTO;KENNEDY;1;MOTOCICLISTA;N;NA;FEMENINO;22;MOTOCICLISTA
1721371;12731360;A001239543;1,6119E+12;8:50:00;2021;ENERO;VIERNES;1,61193E+12;KR 7 ESTE 9 02;VOLCAMIENTO;SANTA FE;2;CICLISTA;N;NA;MASCULINO;38;CICLISTA
1721527;12731534;A001239397;1,61198E+12;5:55:00;2021;ENERO;SABADO;1,612E+12;KR 105 B 76 A 02;ATROPELLO;ENGATIVA;NA;PEATON;S;1,61198E+12;NA;NA;PEATON
1721528;12731538;A001239482;1,6119E+12;19:06:00;2021;ENERO;VIERNES;1,61197E+12;KR 30 45 02;CHOQUE;TEUSAQUILLO;1;MOTOCICLISTA;S;1,61198E+12;MASCULINO;22;MOTOCICLISTA
1721533;12731541;A001237111;1,6119E+12;21:15:00;2021;ENERO;VIERNES;1,61197E+12;CL 19 27 02;CHOQUE;LOS MARTIRES;1;MOTOCICLISTA;N;NA;MASCULINO;27;MOTOCICLISTA
1721535;12731546;A001237111;1,6119E+12;21:15:00;2021;ENERO;VIERNES;1,61197E+12;CL 19 27 02;CHOQUE;LOS MARTIRES;1;PASAJERO;N;NA;MASCULINO;32;MOTOCICLISTA
1721536;12731547;A001237111;1,6119E+12;21:15:00;2021;ENERO;VIERNES;1,61197E+12;CL 19 27 02;CHOQUE;LOS MARTIRES;NA;PEATON;N;NA;NA;NA;PEATON
1721799;14449003;A001711781;1,74564E+12;0:15:00;2025;ABRIL;SABADO;1,74564E+12;CL 26 38 02;CHOQUE;TEUSAQUILLO;1;PASAJERO;S;1,74564E+12;FEMENINO;19;MOTOCICLISTA
1721800;14449004;A001711781;1,74564E+12;0:15:00;2025;ABRIL;SABADO;1,74564E+12;CL 26 38 02;CHOQUE;TEUSAQUILLO;1;PASAJERO;S;1,74599E+12;FEMENINO;20;MOTOCICLISTA
1721805;14449006;A001712810;1,74564E+12;4:00:00;2025;ABRIL;SABADO;1,74566E+12;KR 92 65 SUR 02;ATROPELLO;BOSA;NA;PEATON;N;NA;MASCULINO;39;PEATON
1721812;14449013;A001712214;1,74556E+12;5:53:00;2025;ABRIL;VIERNES;1,74558E+12;AVENIDA BOYACA 23 C 02;CHOQUE;FONTIBON;1;MOTOCICLISTA;N;NA;MASCULINO;29;MOTOCICLISTA
1721905;14449094;A001712818;1,74556E+12;12:50:00;2025;ABRIL;VIERNES;1,7456E+12;KR 3 ESTE 91 02;ATROPELLO;CHAPINERO;NA;PEATON;S;1,74582E+12;FEMENINO;54;PEATON
1721963;14449159;A001712680;1,74556E+12;16:09:00;2025;ABRIL;VIERNES;1,74562E+12;CL 3 29 02;CHOQUE;LOS MARTIRES;2;CICLISTA;S;1,74566E+12;FEMENINO;28;CICLISTA
1721975;14449175;A001711726;1,7459E+12;2:50:00;2025;ABRIL;MARTES;1,74591E+12;KR 30 23 02;CHOQUE;TEUSAQUILLO;1;MOTOCICLISTA;S;NA;MASCULINO;38;MOTOCICLISTA
1722161;12731187;A001236889;1,61172E+12;16:00:00;2021;ENERO;MIERCOLES;1,61178E+12;CL 17 81 02;ATROPELLO;FONTIBON;NA;PEATON;S;1,61259E+12;MASCULINO;75;PEATON
1722413;12733343;A001239029;1,61259E+12;2:30:00;2021;FEBRERO;SABADO;1,6126E+12;AVENIDA CARACAS 55 21 SUR;CHOQUE;TUNJUELITO;1;MOTOCICLISTA;S;1,61259E+12;MASCULINO;26;MOTOCICLISTA
1722426;12732290;A001235561;1,60775E+12;21:22:00;2020;DICIEMBRE;SABADO;1,60783E+12;CL 20 39 BIS 02;CHOQUE;PUENTE ARANDA;2;MOTOCICLISTA;S;1,61069E+12;MASCULINO;38;MOTOCICLISTA
1722522;12733359;A001240104;1,61267E+12;8:22:00;2021;FEBRERO;DOMINGO;1,6127E+12;AVENIDA BOYACA 127 02;CHOQUE;SUBA;2;CICLISTA;N;NA;MASCULINO;67;CICLISTA
1722622;14449818;A001713131;1,74651E+12;5:49:00;2025;MAYO;MARTES;1,74653E+12;AC 145 83 02;CHOQUE;SUBA;1;MOTOCICLISTA;N;NA;MASCULINO;66;MOTOCICLISTA
1722644;14450738;A001713341;1,74754E+12;9:30:00;2025;MAYO;DOMINGO;1,74758E+12;CL 63 85 02;CHOQUE;ENGATIVA;2;CICLISTA;N;NA;MASCULINO;38;CICLISTA
1722696;14449894;A001712979;1,74659E+12;7:30:00;2025;MAYO;MIERCOLES;1,74662E+12;KR 125 132 C 02;CHOQUE;SUBA;2;CICLISTA;S;1,7473E+12;FEMENINO;28;CICLISTA
1722711;14450805;A001712249;1,74754E+12;2:36:00;2025;MAYO;DOMINGO;1,74755E+12;KR 9 140 02;CHOQUE;USAQUEN;2;CONDUCTOR;N;NA;NA;NA;CONDUCTOR
1722726;14449924;A001713181;1,74659E+12;22:50:00;2025;MAYO;MIERCOLES;1,74668E+12;CL 45 30 02;CHOQUE;TEUSAQUILLO;1;PASAJERO;N;NA;MASCULINO;20;MOTOCICLISTA
1722740;14449937;A001713155;1,74651E+12;19:20:00;2025;MAYO;MARTES;1,74658E+12;CL 51 SUR 12 02;ATROPELLO;TUNJUELITO;NA;PEATON;S;1,74677E+12;MASCULINO;15;PEATON
1722776;14449975;A001712640;1,74651E+12;16:17:00;2025;MAYO;MARTES;1,74657E+12;CL 19 8 02;ATROPELLO;SANTA FE;NA;PEATON;S;1,74962E+12;MASCULINO;80;PEATON
1722784;14449981;A001684907;1,74201E+12;1:06:00;2025;MARZO;SABADO;1,74202E+12;AVENIDA BOYACA 33 02;CHOQUE;TUNJUELITO;2;MOTOCICLISTA;N;NA;MASCULINO;20;MOTOCICLISTA
1722785;14449984;A001713228;1,74668E+12;8:20:00;2025;MAYO;JUEVES;1,74671E+12;KR 9 124 02;ATROPELLO;USAQUEN;1;MOTOCICLISTA;N;NA;MASCULINO;19;MOTOCICLISTA
1722863;14450062;A001713109;1,74659E+12;20:47:00;2025;MAYO;MIERCOLES;1,74667E+12;CL 63 93 02;ATROPELLO;FONTIBON;NA;PEATON;S;1,74677E+12;MASCULINO;57;PEATON
1722890;14450092;A001712844;1,7459E+12;19:55:00;2025;ABRIL;MARTES;1,74597E+12;KR 14 69 D BIS SUR 02;ATROPELLO;USME;NA;PEATON;N;NA;MASCULINO;41;PEATON
1722910;14450106;A001713014;1,74677E+12;15:00:00;2025;MAYO;VIERNES;1,74682E+12;CL 122 52 02;CHOQUE;SUBA;2;PASAJERO;S;1,74694E+12;FEMENINO;61;MOTOCICLISTA
1722915;14450113;A001713311;1,74685E+12;6:20:00;2025;MAYO;SABADO;1,74688E+12;AVENIDA BOYACA 65 02;CHOQUE;ENGATIVA;1;MOTOCICLISTA;N;NA;FEMENINO;23;MOTOCICLISTA
1723072;12731925;A001238724;1,61164E+12;11:30:00;2021;ENERO;MARTES;1,61168E+12;KR 5 ESTE 31 C SUR 02;ATROPELLO;SAN CRISTOBAL;NA;PEATON;S;1,61164E+12;MASCULINO;80;PEATON
1723116;12732073;A001183058;1,60144E+12;19:50:00;2020;SEPTIEMBRE;MIERCOLES;1,60151E+12;CL 119 13 02;ATROPELLO;USAQUEN;NA;PEATON;S;1,61181E+12;MASCULINO;NA;PEATON
1723402;12733598;A001237445;1,61267E+12;23:30:00;2021;FEBRERO;DOMINGO;1,61276E+12;CL 64 SUR 21 A 02;CHOQUE;CIUDAD BOLIVAR;2;PASAJERO;S;1,61432E+12;NA;NA;PASAJERO
1723407;12733353;A001240058;1,61259E+12;21:30:00;2021;FEBRERO;SABADO;1,61267E+12;AVENIDA CARACAS 3 58;ATROPELLO;LOS MARTIRES;NA;PEATON;N;NA;NA;NA;PEATON
1723491;12733519;A001239771;1,61276E+12;19:26:00;2021;FEBRERO;LUNES;1,61283E+12;CL 187 15 02;CHOQUE;USAQUEN;1;CICLISTA;N;NA;FEMENINO;31;CICLISTA
1723497;12733527;A001240144;1,61276E+12;13:30:00;2021;FEBRERO;LUNES;1,61281E+12;AK 30 41 97;CHOQUE;TEUSAQUILLO;1;MOTOCICLISTA;S;1,61285E+12;MASCULINO;28;MOTOCICLISTA
1723568;14450778;A001713256;1,74772E+12;0:25:00;2025;MAYO;MARTES;1,74772E+12;TV 5 L 48 B SUR 02;CHOQUE;RAFAEL URIBE URIBE;2;PASAJERO;S;1,74772E+12;MASCULINO;50;MOTOCICLISTA
1723623;14450834;A001713359;1,74763E+12;14:00:00;2025;MAYO;LUNES;1,74768E+12;CL 49 SUR 81 G 02;ATROPELLO;KENNEDY;NA;PEATON;S;1,75195E+12;FEMENINO;70;PEATON
1723634;14450848;A001713485;1,74729E+12;18:10:00;2025;MAYO;JUEVES;1,74735E+12;CL 30 63 G 02;ATROPELLO;BARRIOS UNIDOS;NA;PEATON;S;1,74798E+12;MASCULINO;31;PEATON
1723656;14451762;A001713849;1,74849E+12;14:05:00;2025;MAYO;JUEVES;1,74855E+12;KR 19 D 65 SUR 02;CAIDA DE OCUPANTE;CIUDAD BOLIVAR;1;PASAJERO;S;1,74893E+12;MASCULINO;80;PASAJERO
1723730;14450936;A001713530;1,74754E+12;9:30:00;2025;MAYO;DOMINGO;1,74758E+12;TV 18 N BIS B 69 P SUR 02;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;N;NA;FEMENINO;44;PEATON
1723753;14450961;A001713410;1,74772E+12;12:13:00;2025;MAYO;MARTES;1,74776E+12;CL 23 B 116 A 02;ATROPELLO;FONTIBON;NA;PEATON;S;1,74798E+12;NA;125;PEATON
1723770;14451876;A001713028;1,74884E+12;9:10:00;2025;JUNIO;LUNES;1,74887E+12;AK 72 128 02;ATROPELLO;SUBA;NA;PEATON;N;NA;MASCULINO;40;PEATON
1723773;14451878;A001713525;1,74867E+12;7:28:00;2025;MAYO;SABADO;1,74869E+12;KR 30 45 02;CHOQUE;TEUSAQUILLO;1;MOTOCICLISTA;N;NA;FEMENINO;45;MOTOCICLISTA
1723812;14451016;A001713578;1,7478E+12;19:06:00;2025;MAYO;MIERCOLES;1,74787E+12;AVENIDA CARACAS 36 SUR 02;VOLCAMIENTO;RAFAEL URIBE URIBE;1;MOTOCICLISTA;N;NA;MASCULINO;23;MOTOCICLISTA
1723874;14451083;A001713220;1,7478E+12;11:30:00;2025;MAYO;MIERCOLES;1,74785E+12;KR 19 D 63 SUR 02;ATROPELLO;CIUDAD BOLIVAR;NA;PEATON;N;NA;NA;125;PEATON
1724182;12735210;A001177438;1,59384E+12;0:56:00;2020;JULIO;SABADO;1,59384E+12;AVENIDA BOYACA 70 B SUR 02;CHOQUE;CIUDAD BOLIVAR;2;PASAJERO;N;NA;MASCULINO;24;PASAJERO
